method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,3,19.297142700195312,0.09103034326490961,19.200931884765627,19.381910522460938,3
random,hard,3,19.207049051920574,0.03377429405714843,19.168310165405273,19.230314254760742,0
transformer,hard,3,19.222809488932292,0.04234493232750284,19.175470825195312,19.257079833984374,2
