method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,10,19.21522232055664,0.20589179516500994,18.75907730102539,19.492529220581055,6
random,hard,10,19.19044132232666,0.18339873583183516,18.89649200439453,19.456623077392578,0
transformer,hard,10,19.2072470703125,0.13539472105890982,18.995661010742186,19.37673225402832,4
