epoch,train_loss,val_loss
1,-5.312941652536392,-0.9311346054077149
2,-5.485506778955459,-0.9336284065246582
3,-5.698912787437439,-0.9361211547851562
4,-5.908546608686447,-0.9391011047363281
5,-6.050184416770935,-0.9422340774536133
6,-6.234497439861298,-0.9456349029541016
7,-6.415893572568893,-0.9490799064636231
8,-6.601252317428589,-0.9532023658752441
9,-6.74355331659317,-0.957186107635498
10,-6.911382365226745,-0.9615589141845703
11,-7.070547181367874,-0.9662792549133301
12,-7.18690145611763,-0.9713184089660645
13,-7.36565437912941,-0.9770035018920898
14,-7.486781680583954,-0.9829083747863769
15,-7.604991781711578,-0.9889720764160156
16,-7.759873020648956,-0.9962068748474121
17,-7.851119184494019,-1.00343159866333
18,-7.990251243114471,-1.011039867401123
19,-8.089374989271164,-1.0191110305786133
20,-8.22309438586235,-1.0278165740966796
21,-8.276780670881271,-1.0372163887023926
22,-8.446544861793518,-1.0467636795043946
23,-8.518536925315857,-1.0569344444274902
24,-8.579402327537537,-1.0696649246215821
25,-8.65466148853302,-1.081825813293457
26,-8.730933475494385,-1.0960039329528808
27,-8.812245547771454,-1.1111030311584473
28,-8.847441148757934,-1.126897132873535
29,-8.95091187953949,-1.1441379737854005
30,-8.986291348934174,-1.1651882362365722
31,-9.011694061756135,-1.1842872161865234
32,-9.078226172924042,-1.203924114227295
33,-9.147092139720916,-1.2285278358459473
34,-9.171219778060912,-1.2526025695800782
35,-9.200812530517577,-1.278169490814209
36,-9.235462975502013,-1.3052913703918456
37,-9.31571352481842,-1.3329775772094727
38,-9.292248117923737,-1.3660186233520508
39,-9.35359592437744,-1.4040005798339843
40,-9.364380514621734,-1.4432738189697265
41,-9.424290633201599,-1.4856245880126953
42,-9.418483603000642,-1.530648208618164
43,-9.437011277675628,-1.5825589752197267
44,-9.475364124774933,-1.6375825424194337
45,-9.43979640007019,-1.6830954971313477
46,-9.487923526763916,-1.6821660385131836
47,-9.473087406158447,-1.679936538696289
48,-9.452404272556304,-1.6772820663452148
49,-9.450368201732635,-1.6750118560791016
50,-9.492581725120544,-1.6781620635986327
51,-9.510664939880371,-1.6758206329345704
52,-9.506943249702454,-1.6744853668212891
53,-9.452152681350707,-1.6764090042114257
54,-9.468738853931427,-1.6764073944091797
55,-9.470722949504852,-1.6755891723632812
