method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,5,19.3044078125,0.05322470577076294,19.239858520507813,19.370405517578124,2
random,hard,5,19.268148040771486,0.061966795355955125,19.17821502685547,19.336118698120117,0
transformer,hard,5,19.260282958984373,0.13349117466693694,19.06564013671875,19.399681518554686,3
