method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,3,19.278352986653648,0.0640157073409285,19.21229772949219,19.34011279296875,1
random,hard,3,19.283013025919598,0.0477134415987089,19.243755340576172,19.336118698120117,0
transformer,hard,3,19.27474881998698,0.05132714027701825,19.222878662109373,19.32551513671875,1
