method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,5,19.19762515258789,0.18105978443415952,19.001605453491212,19.476861038208007,2
random,hard,5,19.24758834838867,0.13514227794072503,19.093992233276367,19.395021438598633,0
transformer,hard,5,19.33661245727539,0.22196811155394472,19.08549285888672,19.682222137451173,3
