method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,3,22.676894449869792,0.05192962511978215,22.621447021484375,22.724388671875,0
llm_sequential,hard,3,22.721318033854168,0.03638288631053483,22.698786865234375,22.76329150390625,1
proposed,hard,3,22.721875813802082,0.03594463452741156,22.698785888671875,22.763289794921874,1
random,hard,3,22.73551877339681,0.020204424448858695,22.716087341308594,22.75641632080078,0
transformer,hard,3,22.74274861653646,0.07574457040703961,22.661149169921874,22.8108134765625,2
