method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,3,21.348647705078125,0.04825532047555828,21.308283935546875,21.402095947265625,1
llm_sequential,hard,3,21.244225748697918,0.054308860247687496,21.20535205078125,21.306278076171875,0
proposed,hard,3,21.244225748697914,0.054309450184809954,21.205353271484373,21.306279052734375,0
random,hard,3,21.32123057047526,0.020948206180924914,21.30866241455078,21.345413208007812,0
transformer,hard,3,21.26791398111979,0.030771854818331588,21.23975927734375,21.300763427734374,0
