epoch,train_loss,val_loss
1,-12.231039810180665,-1.6876513061523437
2,-12.60561490058899,-1.6998009414672852
3,-12.81567051410675,-1.712710823059082
4,-13.152214336395264,-1.7268020324707032
5,-13.420490550994874,-1.7410779037475586
6,-13.69308408498764,-1.7568599853515625
7,-13.89404958486557,-1.7727276611328124
8,-14.239718389511108,-1.7907440490722657
9,-14.465049064159393,-1.811220359802246
10,-14.726723909378052,-1.8309557418823241
11,-14.96932656764984,-1.8515872955322266
12,-15.140264213085175,-1.874280014038086
13,-15.374183666706084,-1.897930534362793
14,-15.554362177848816,-1.9217333374023438
15,-15.723858094215393,-1.9462282867431642
16,-15.894805157184601,-1.9726332550048828
17,-16.149403715133666,-2.000602752685547
18,-16.232189178466797,-2.028781593322754
19,-16.371618008613588,-2.0580379333496093
20,-16.53197786808014,-2.0911961517333983
21,-16.657358956336974,-2.1225522842407227
22,-16.84919638633728,-2.15575838470459
23,-16.917785334587098,-2.1924984588623047
24,-17.07881097793579,-2.230424835205078
25,-17.1542338848114,-2.2736889266967775
26,-17.30575063228607,-2.31381339263916
27,-17.39251551628113,-2.3589447021484373
28,-17.462191796302797,-2.4047015228271484
29,-17.550120949745178,-2.4527621994018554
30,-17.607889318466185,-2.510887664794922
31,-17.65405480861664,-2.5661640701293944
32,-17.758639883995055,-2.626254524230957
33,-17.812669825553893,-2.6926995086669923
34,-17.878776478767396,-2.758916931152344
35,-17.87028090953827,-2.8297501068115234
36,-17.957434225082398,-2.9022571868896483
37,-17.981864380836488,-2.9815294952392577
38,-18.046890783309937,-3.066292984008789
39,-18.03651580810547,-3.156295501708984
40,-18.113847923278808,-3.2553484497070313
41,-18.120462560653685,-3.357831069946289
42,-18.167368984222414,-3.4743979187011718
43,-18.190613174438475,-3.5873455352783203
44,-18.145536065101624,-3.715221008300781
45,-18.176352095603942,-3.829920379638672
46,-18.21039574146271,-3.8351239776611328
47,-18.165506887435914,-3.8374810485839843
48,-18.229207754135132,-3.831653656005859
49,-18.279244709014893,-3.832959655761719
50,-18.24382929801941,-3.830264236450195
51,-18.1355042219162,-3.8256527404785157
52,-18.212678909301758,-3.8318413238525393
53,-18.215413522720336,-3.8326753387451173
54,-18.200686597824095,-3.8457323303222655
55,-18.235887789726256,-3.8416461334228518
56,-18.19512610435486,-3.8515246124267577
57,-18.20930504798889,-3.850242965698242
58,-18.1790913105011,-3.8543810424804685
59,-18.24517982006073,-3.8666518402099608
60,-18.14017264842987,-3.8703348388671874
61,-18.15797300338745,-3.87891552734375
62,-18.195847582817077,-3.8868623199462893
63,-18.182814359664917,-3.8945462036132814
64,-18.13871626853943,-3.89374104309082
65,-18.192589473724365,-3.902141799926758
66,-18.19303665161133,-3.905538604736328
67,-18.190572810173034,-3.9045677795410154
68,-18.196158242225646,-3.9110743865966797
69,-18.165389728546142,-3.9159079132080077
70,-18.245211577415468,-3.9225894165039064
71,-18.173714423179625,-3.9342285461425783
72,-18.20482232570648,-3.9224145965576174
73,-18.186715841293335,-3.9140482177734377
74,-18.127456283569337,-3.9203684692382814
75,-18.197904777526855,-3.925227767944336
76,-18.181964230537414,-3.9281238555908202
77,-18.21298313140869,-3.935952102661133
78,-18.217340683937074,-3.9311395111083987
79,-18.19224534034729,-3.9215416412353514
80,-18.156520819664003,-3.915963424682617
81,-18.173249793052673,-3.9145744323730467
82,-18.201672148704528,-3.9183997497558596
83,-18.17879374027252,-3.917305862426758
84,-18.220122122764586,-3.922123031616211
85,-18.19950270652771,-3.9125666046142578
86,-18.156644678115846,-3.9016305847167967
87,-18.19841969013214,-3.898904067993164
