method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,3,10.205223286946614,0.03689208921841005,10.181775756835938,10.247747802734375,1
llm_sequential,hard,3,10.205224690755207,0.13677908767791103,10.051340087890624,10.312959289550781,2
proposed,hard,3,10.20521230061849,0.1368282940621138,10.051278259277344,10.3130048828125,2
random,hard,3,10.209754625956217,0.016939158814225672,10.190195083618164,10.219592094421387,0
transformer,hard,3,10.211608581542968,0.03472571659736694,10.173897888183594,10.2422666015625,2
