method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,3,15.452870198567709,0.043725974684109124,15.422174926757812,15.502935424804688,1
llm_sequential,hard,3,15.522718017578125,0.2658545952710575,15.34310302734375,15.82812353515625,1
proposed,hard,3,15.523065958658854,0.266216258386579,15.343712890625,15.828949462890625,1
random,hard,3,15.482271830240885,0.06818842555610315,15.425728797912598,15.55799674987793,0
transformer,hard,3,15.473342122395833,0.1487375336115543,15.346295043945313,15.636951293945312,1
