method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,1,29.122264892578126,0.0,29.122264892578126,29.122264892578126,1
random,hard,1,29.079133987426758,0.0,29.079133987426758,29.079133987426758,0
transformer,hard,1,29.0393232421875,0.0,29.0393232421875,29.0393232421875,0
