method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,3,19.313512522379558,0.12476778888546304,19.180638580322267,19.428171768188477,2
random,hard,3,19.24541409810384,0.18673858036009944,19.102201461791992,19.456623077392578,0
transformer,hard,3,19.197649510701496,0.16248422548928443,19.05962043762207,19.37671905517578,1
