epoch,train_loss,val_loss
1,-19.212938499450683,-19.309192016601564
2,-19.293804035186767,-19.309456970214843
3,-19.20786045074463,-19.30970080566406
4,-19.198359851837157,-19.30992138671875
5,-19.278804626464844,-19.31011932373047
6,-19.222699146270752,-19.310291870117187
7,-19.196786041259767,-19.31044482421875
8,-19.19788486480713,-19.310584838867186
9,-19.244906158447264,-19.31071270751953
10,-19.268261852264406,-19.31082598876953
11,-19.22992099761963,-19.310927795410155
12,-19.259202671051025,-19.31101770019531
13,-19.233602619171144,-19.31109893798828
14,-19.237845249176026,-19.311172485351562
15,-19.216555709838868,-19.311237854003906
16,-19.27164258956909,-19.31129522705078
17,-19.238725776672364,-19.311346923828125
18,-19.2686012840271,-19.31139196777344
19,-19.233670558929443,-19.311431335449218
20,-19.250872554779054,-19.311465637207032
21,-19.255957679748533,-19.311494323730468
22,-19.248751754760743,-19.311519287109373
23,-19.260263710021974,-19.311540405273437
24,-19.22472827911377,-19.311558349609374
25,-19.284231853485107,-19.311572937011718
26,-19.262028884887695,-19.311585021972657
27,-19.20343002319336,-19.311594909667967
28,-19.238584785461427,-19.31160290527344
29,-19.24369426727295,-19.311609191894533
30,-19.260552368164063,-19.31161474609375
31,-19.211136875152587,-19.31161877441406
32,-19.23812774658203,-19.311621765136717
33,-19.233945484161378,-19.311624877929688
34,-19.224208507537842,-19.311627014160155
35,-19.268752651214598,-19.311628845214845
36,-19.230773448944092,-19.311630187988282
37,-19.270533542633057,-19.311631408691404
38,-19.259150047302246,-19.311632019042968
39,-19.225271377563477,-19.311632995605468
40,-19.217736263275146,-19.311633728027342
41,-19.209470901489258,-19.311634216308594
42,-19.23778003692627,-19.311634948730468
43,-19.222958354949952,-19.311635803222657
44,-19.253535556793214,-19.311636291503905
45,-19.27766716003418,-19.311636962890624
46,-19.211310653686525,-19.311637573242187
47,-19.188051166534425,-19.31163806152344
48,-19.281424713134765,-19.311638488769532
49,-19.20370641708374,-19.311639343261717
50,-19.248488788604735,-19.311639892578125
51,-19.247950916290282,-19.311640502929688
52,-19.24017889022827,-19.311640747070314
53,-19.262904682159423,-19.311640991210936
54,-19.18535717010498,-19.311641540527344
55,-19.282993545532225,-19.31164190673828
56,-19.265906829833984,-19.311642517089844
57,-19.214464263916014,-19.311642333984373
58,-19.242118110656737,-19.311642639160155
59,-19.265445365905762,-19.311643188476562
60,-19.256312217712402,-19.31164367675781
61,-19.21145236968994,-19.311643981933592
62,-19.206774406433105,-19.31164453125
63,-19.22266267776489,-19.31164483642578
64,-19.214127368927002,-19.311644592285155
65,-19.25480485916138,-19.311644897460937
66,-19.25970293045044,-19.31164471435547
67,-19.254943313598634,-19.311645141601563
68,-19.240956382751463,-19.31164581298828
69,-19.250115718841553,-19.311645935058593
70,-19.266932640075684,-19.31164660644531
71,-19.252817497253417,-19.31164697265625
72,-19.223524951934813,-19.311646667480467
73,-19.25651557922363,-19.311647033691408
74,-19.24065824508667,-19.311647033691408
75,-19.19382905960083,-19.31164758300781
76,-19.207983131408692,-19.311647705078126
77,-19.28457010269165,-19.31164758300781
78,-19.25519233703613,-19.311647766113282
79,-19.26850233078003,-19.311647644042967
80,-19.25563711166382,-19.31164733886719
81,-19.22693733215332,-19.311646728515626
82,-19.225358219146727,-19.31164733886719
83,-19.24705982208252,-19.311647705078126
84,-19.255728034973146,-19.31164794921875
85,-19.223702716827393,-19.31164794921875
86,-19.237094821929933,-19.311647705078126
87,-19.24159339904785,-19.311648071289063
88,-19.242288990020754,-19.311648193359375
89,-19.260354900360106,-19.31164813232422
90,-19.268190746307372,-19.311648010253908
91,-19.191487274169923,-19.31164794921875
92,-19.215929317474366,-19.311647644042967
93,-19.269217777252198,-19.311647705078126
94,-19.24179693222046,-19.311647644042967
95,-19.23458707809448,-19.311647827148438
96,-19.199400329589842,-19.311648010253908
97,-19.22693431854248,-19.311647827148438
98,-19.25895761489868,-19.311648193359375
