method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,3,30.33230810546875,0.035078384170764636,30.30303515625,30.371189453125,2
llm_sequential,hard,3,30.441495279947915,0.10239106808440478,30.33371044921875,30.537468017578124,3
proposed,hard,3,30.44149267578125,0.10239120891741604,30.33370703125,30.537464599609375,3
random,hard,3,30.34316571553548,0.03956005610468259,30.29755210876465,30.368104934692383,0
transformer,hard,3,30.364179443359376,0.04421760714236803,30.314425537109376,30.398986572265624,2
