method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,3,14.50092431640625,0.03793441490056088,14.474348510742187,14.544367065429688,2
llm_sequential,hard,3,14.578471028645833,0.07499880247812384,14.507166625976563,14.656685913085937,3
proposed,hard,3,14.566836547851562,0.09232766501497221,14.472232666015625,14.656705810546875,2
random,hard,3,14.509247461954752,0.026974215449313284,14.478397369384766,14.528388977050781,0
transformer,hard,3,14.514541381835938,0.03935710747063925,14.473829467773438,14.552386962890624,2
