epoch,train_loss,val_loss
1,-22.812112045288085,-12.245011352539063
2,-23.22209005355835,-14.98885302734375
3,-23.745000028610228,-17.891585876464845
4,-24.348698019981384,-20.674064514160158
5,-25.05853922367096,-23.454555419921874
6,-26.098062896728514,-27.13752966308594
7,-27.74882004261017,-30.000553344726562
8,-29.856576991081237,-30.30758056640625
9,-30.28686113357544,-30.308284545898438
10,-30.31631746292114,-30.308303466796875
11,-30.322917008399962,-30.308316162109374
12,-30.324981117248534,-30.308328369140625
13,-30.326230335235596,-30.308339965820313
14,-30.325591039657592,-30.308352416992186
15,-30.327786803245544,-30.308362060546877
16,-30.327211880683898,-30.308372192382812
17,-30.32800257205963,-30.30838171386719
18,-30.327959990501405,-30.308389404296875
19,-30.327206325531005,-30.308397216796877
20,-30.32872610092163,-30.308405029296875
21,-30.327653932571412,-30.308412109375
22,-30.32752718925476,-30.308419677734374
23,-30.328005290031435,-30.308425415039064
24,-30.327760100364685,-30.308431030273436
25,-30.32818443775177,-30.30843640136719
26,-30.328434348106384,-30.308441650390623
27,-30.328643369674683,-30.308445434570313
28,-30.329257583618165,-30.3084501953125
29,-30.32749800682068,-30.308453735351563
30,-30.327785229682924,-30.308457885742186
31,-30.328224325180052,-30.30846044921875
32,-30.328361415863036,-30.308463989257813
33,-30.328443121910095,-30.308467041015625
34,-30.328263998031616,-30.30846875
35,-30.32820646762848,-30.308471069335937
36,-30.328039979934694,-30.3084736328125
37,-30.327391695976257,-30.3084755859375
38,-30.329036688804628,-30.308477294921875
39,-30.328335404396057,-30.30847790527344
40,-30.328372287750245,-30.308479370117187
41,-30.328354954719543,-30.30847998046875
42,-30.32849838733673,-30.30848095703125
43,-30.32847716808319,-30.30848181152344
44,-30.32716612815857,-30.308482177734376
45,-30.328584599494935,-30.308482788085936
46,-30.327966499328614,-30.3084833984375
47,-30.328277826309204,-30.308483520507814
48,-30.326940655708313,-30.308484497070314
49,-30.32910535335541,-30.308484497070314
50,-30.327960181236268,-30.308484497070314
51,-30.328974533081055,-30.308484619140625
52,-30.328357005119322,-30.308485229492188
53,-30.328356909751893,-30.30848486328125
54,-30.32886779308319,-30.308484497070314
55,-30.328261971473694,-30.308485107421873
56,-30.328931641578674,-30.308485473632814
57,-30.328357124328612,-30.308485473632814
58,-30.328357219696045,-30.308485229492188
59,-30.328183889389038,-30.30848583984375
60,-30.328537893295287,-30.308485595703125
61,-30.328186058998106,-30.308485961914062
62,-30.328402876853943,-30.308485473632814
63,-30.32822504043579,-30.308485473632814
64,-30.32913980484009,-30.308485595703125
65,-30.32861499786377,-30.308485961914062
66,-30.328153991699217,-30.30848620605469
67,-30.327807235717774,-30.308485961914062
68,-30.328180193901062,-30.308485717773436
69,-30.328163623809814,-30.308485717773436
70,-30.328162717819215,-30.30848583984375
71,-30.327571082115174,-30.308485595703125
72,-30.328357934951782,-30.308486083984373
73,-30.327996039390563,-30.308486083984373
74,-30.327038216590882,-30.30848620605469
75,-30.328357887268066,-30.308486083984373
76,-30.328357529640197,-30.30848583984375
