method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,5,19.25489445800781,0.10788510166530046,19.16694384765625,19.437844604492188,3
llm_sequential,hard,5,19.3380482421875,0.09888900896481165,19.200937622070313,19.470101440429687,5
proposed,hard,5,19.338045385742188,0.09888220706905645,19.200931884765627,19.47007470703125,5
random,hard,5,19.250162887573243,0.07711717589334187,19.168310165405273,19.376338958740234,0
transformer,hard,5,19.193626171875,0.05844072812578509,19.106911743164062,19.257079833984374,2
