method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
cnn,hard,3,29.02240006510417,0.03515185123503745,28.993086181640624,29.06137109375,2
llm_sequential,hard,3,29.13131209309896,0.1019965865474276,29.02393408203125,29.226903076171876,3
proposed,hard,3,29.131311360677085,0.10199855653864863,29.0239306640625,29.2269033203125,3
random,hard,3,29.033287684122723,0.039318602925466385,28.987958908081055,29.05817222595215,0
transformer,hard,3,29.05412654622396,0.044105598767998494,29.004521484375,29.08891943359375,2
