method,selection_mode,num_seeds,mean_test_sum_rate,std_test_sum_rate,min_test_sum_rate,max_test_sum_rate,wins_vs_random
proposed,hard,1,10.109585205078124,0.0,10.109585205078124,10.109585205078124,0
random,hard,1,10.218893051147461,0.0,10.218893051147461,10.218893051147461,0
transformer,hard,1,10.117932006835938,0.0,10.117932006835938,10.117932006835938,0
